cve_id,commit_hash,cvss_score,epss_score,cwe_id,composite_score,fixed_gate_blocked,risk_gate_blocked
CVE-2018-1000559,5a7869f2feaa346853d2a85413d6527c87ef0d9f,6.1,0.01483,CWE-79,0.4089,False,True
CVE-2018-1000809,a3edc09beffa2104f357fe24971ea3211ce40751,7.5,0.01675,CWE-20,0.01,True,False
CVE-2018-10657,33f469ba19586bbafa0cf2c7d7c35463bdab87eb,7.5,0.0151,CWE-20,0.0091,True,False
CVE-2018-10895,43e58ac865ff862c2008c510fc5f7627e10b4660,8.8,0.01187,CWE-352,0.0071,True,False
CVE-2018-10897,6a8de061f8fdc885e74ebe8c94625bf53643b71c,8.1,0.0571,CWE-22,0.4343,True,True
CVE-2018-10897,7554c0133eb830a71dc01846037cc047d0acbc2c,8.1,0.0571,CWE-22,0.4343,True,True
CVE-2018-11757,891896f25c39bc336ef6dda53f80f466ac4ca3c8,9.8,0.06895,NVD-CWE-noinfo,0.0414,True,False
CVE-2018-14650,72058f9253e7ed8c7243e2ff76a16d97b03d65ed,5.0,0.00429,CWE-276,0.0026,False,False
CVE-2018-18074,c45d7c49ea75133e52ab22a8e9e13173938e36ff,7.5,0.07443,CWE-522,0.0447,True,False
CVE-2018-19787,6be1d081b49c97cfd7b3fbd934a193b668629109,6.1,0.02438,CWE-79,0.4146,False,True
CVE-2018-20406,a4ae828ee416a66d8c7bf5ee71d653c2cc6a26dd,7.5,0.05789,CWE-190,0.0347,True,False
CVE-2018-20859,5b144559fbdba7ff673cc1c165aa2d343e07b6bd,6.1,0.01202,CWE-79,0.4072,False,True
CVE-2018-20954,49b64f62ade9ade3dff9337c7bbc1171eab3d59e,7.5,0.01148,CWE-287,0.0069,True,False
CVE-2018-6354,5f18eeaaa459bee9a58f70cdf7c46adb1ef34ea7,6.1,0.00749,CWE-79,0.4045,False,True
CVE-2018-6596,c07998304b4a31df4c61deddcb03d3607a04691b,9.1,0.02609,CWE-200,0.0157,True,False
CVE-2018-6596,db586ede1fbb41dce21310ea28ae15a1cf1286c5,9.1,0.02609,CWE-200,0.0157,True,False
CVE-2018-7206,1845c0e4b1bff3462c91c3108c85205acd3c75a2,8.8,0.01771,NVD-CWE-noinfo,0.0106,True,False
CVE-2018-7749,c161e26cdc0d41b745b63d9f17b437f073bf7ba4,9.8,0.01753,CWE-287,0.0105,True,False
CVE-2018-7750,fa29bd8446c8eab237f5187d28787727b4610516,9.8,0.27065,CWE-287,0.1624,True,False
CVE-2018-7753,c5df5789ec3471a31311f42c2d19fc2cf21b35ef,9.8,0.02195,CWE-20,0.0132,True,False
CVE-2018-7889,aeb5b036a0bf657951756688b3c72bd68b6e4a7d,7.8,0.04593,CWE-502,0.4276,True,True
CVE-2018-8097,f8f7019ffdf9b4e05faf95e1f04e204aa4c91f98,9.8,0.05651,CWE-94,0.0339,True,False
CVE-2019-1010283,a28053045bd2e778c50ed1acaf4e52e1e34f6e34,7.5,0.01449,CWE-200,0.0087,True,False
CVE-2019-10160,8d0ef0b5edeae52960c7ed05ae8a12388324f87e,9.8,0.05416,CWE-255,0.0325,True,False
CVE-2019-10682,d8b4615f5fbfe3997d96cf4cb3e342406396193c,7.5,0.00953,CWE-522,0.0057,True,False
CVE-2019-11340,4e1cfff53429c49c87d5c457a18ed435520044fc,5.9,0.01861,CWE-20,0.0112,False,False
CVE-2019-12105,4e334d9cf2a1daff685893e35e72398437df3dcb,8.2,0.02283,CWE-306,0.0137,True,False
CVE-2019-12387,6c61fc4503ae39ab8ecee52d10f10ee2c371d7e2,6.1,0.02523,CWE-74,0.0151,False,False
CVE-2019-14751,f59d7ed8df2e0e957f7f247fe218032abdbe9a10,7.5,0.05831,CWE-22,0.435,True,True
CVE-2019-14806,00bc43b1672e662e5e3b8cecd79e67fc968fa246,7.5,0.02288,CWE-331,0.0137,True,False
CVE-2019-15149,5924af1566763e48c42028399ea0cd95c457b3dc,9.8,0.01632,CWE-254,0.0098,True,False
CVE-2019-16056,8cb65d1381b027f0b09ee36bfed7f35bb4dec9a9,7.5,0.05418,NVD-CWE-noinfo,0.0325,True,False
CVE-2019-16766,13b12995d35b566df08a17257a23863ab6efb0ca,8.8,0.01162,NVD-CWE-noinfo,0.007,True,False
CVE-2019-16766,a6711b29711729005770ff481b22675b35ff5c81,8.8,0.01162,NVD-CWE-noinfo,0.007,True,False
CVE-2019-16785,8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba,7.5,0.02714,CWE-444,0.0163,True,False
CVE-2019-16786,f11093a6b3240fc26830b6111e826128af7771c3,7.5,0.02545,CWE-444,0.0153,True,False
CVE-2019-16789,11d9e138125ad46e951027184b13242a3c1de017,8.2,0.02587,CWE-444,0.0155,True,False
CVE-2019-16792,575994cd42e83fd772a5f7ec98b2c56751bd3f65,7.5,0.02122,CWE-444,0.0127,True,False
CVE-2019-18933,0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6,9.8,0.01352,NVD-CWE-noinfo,0.0081,True,False
CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,9.8,0.0171,CWE-94,0.0103,True,False
CVE-2019-19274,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,7.5,0.03255,CWE-125,0.0195,True,False
CVE-2019-19274,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,7.5,0.03255,CWE-125,0.0195,True,False
CVE-2019-19275,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,7.5,0.03255,CWE-125,0.0195,True,False
CVE-2019-19275,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,7.5,0.03255,CWE-125,0.0195,True,False
CVE-2019-20916,a4c735b14a62f9cb864533808ac63936704f2ace,7.5,0.03028,CWE-22,0.4182,True,True
CVE-2020-10378,6a83e4324738bb0452fbe8074a995b1c73f08de7,5.5,0.01105,CWE-125,0.0066,False,False
CVE-2020-10379,46f4a349b88915787fea3fb91348bb1665831bbb,7.8,0.01129,CWE-120,0.0068,True,False
CVE-2020-11001,61045ceefea114c40ac4b680af58990dbe732389,6.8,0.01273,CWE-79,0.4076,False,True
CVE-2020-11010,91c364053e0ddf77edc5442914c6f049512678b3,8.8,0.01038,CWE-89,0.4062,True,True
CVE-2020-11014,ea3912c3d508ba81b280ef7d78648464f7f76fb8,8.6,0.01569,NVD-CWE-noinfo,0.0094,True,False
CVE-2020-11054,021ab572a319ca3db5907a33a59774f502b3b975,3.5,0.01282,CWE-684,0.0077,False,False
CVE-2020-11054,1b7946ed14b386a24db050f2d6dba81ba6518755,3.5,0.01282,CWE-684,0.0077,False,False
CVE-2020-11075,e41786901f097fd32104447a45864073105d37db,9.9,0.01836,NVD-CWE-Other,0.011,True,False
CVE-2020-11078,a1457cc31f3206cf691d11d2bf34e98865873e9e,6.8,0.02593,CWE-93,0.0156,False,False
CVE-2020-11093,55056f22c83b7c3520488b615e1577e0f895d75a,7.5,0.00933,CWE-347,0.0056,True,False
CVE-2020-11932,7db70650feaf513d7fb6f1ca07f2d670a0890613,2.3,0.00592,CWE-532,0.0036,False,False
CVE-2020-12607,4a16daeaf139be20654ef58a9fe4c79dc030458c,7.5,0.01268,CWE-347,0.0076,True,False
CVE-2020-12607,7b64e3efaa806b4daaf73bb5172af3581812f8de,7.5,0.01268,CWE-347,0.0076,True,False
CVE-2020-12607,e592f106edd5acf6dacedfab2ad16fe6c735c9d1,7.5,0.01268,CWE-347,0.0076,True,False
CVE-2020-12889,3ccde66dab4096ab5663e69f352992cc73e1160b,9.8,0.0123,NVD-CWE-noinfo,0.0074,True,False
CVE-2020-15093,2977188139d065ff3356c3cb4aec60c582b57e0e,8.6,0.01357,CWE-347,0.0081,True,False
CVE-2020-15100,18bbf2043e53f69e0119d24f8ae4edb274afb9b2,3.3,0.00324,CWE-400,0.0019,False,False
CVE-2020-15101,83a6b55c0435c69f447488b791555e6078803143,3.3,0.00597,CWE-400,0.0036,False,False
CVE-2020-15105,454fd9842fa6e8bb772dbf0943976bc8e3335359,5.4,0.00579,CWE-312,0.0035,False,False
CVE-2020-15110,3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0,8.1,0.00889,CWE-863,0.0053,True,False
CVE-2020-15118,d9a41e7f24d08c024acc9a3094940199df94db34,5.4,0.01083,CWE-79,0.4065,False,True
CVE-2020-15120,8d77cf5d5646e1d2d8ded13f0660638f57e98471,4.9,0.01029,CWE-863,0.0062,False,False
CVE-2020-15141,3e7dfae5d0b3685abf1ede1bc6c086a116ac4746,4.1,0.00944,CWE-22,0.4057,False,True
CVE-2020-15142,f7a56aae32cba823a77a84a1f10400799b19c19a,9.0,0.0158,CWE-94,0.0095,True,False
CVE-2020-15163,3d342e648fbacdf43a13d7ba8886aaaf07334af7,8.2,0.00553,CWE-863,0.0033,True,False
CVE-2020-15172,6b9f3b862e1f0a5429c62f3090f814e53a242347,8.8,0.01825,CWE-502,0.411,True,True
CVE-2020-15225,340cf7a23a2b3dcd7183f6a0d6c383e85b130d2b,6.5,0.01797,CWE-681,0.0108,False,False
CVE-2020-15235,f3dc89b9f6ab1544a289b3efc06699b13d63e0bd,7.5,0.01019,CWE-200,0.0061,True,False
CVE-2020-15239,82056540191e89f0cd697c81f57714c00962ed75,3.5,0.01489,CWE-22,0.4089,False,True
CVE-2020-15271,72fe36b784b234548d49dae60b840c37f0eb8d84,8.8,0.0198,CWE-78,0.0119,True,False
CVE-2020-15275,31de9139d0aabc171e94032168399b4a0b2a88a2,5.4,0.01725,CWE-79,0.4104,False,True
CVE-2020-15278,726bfd38adfdfaef760412a68e01447b470f438b,7.5,0.01065,CWE-863,0.0064,True,False
CVE-2020-25646,233d1afc296f6770e905a1785ee2f35af7605e43,7.5,0.01385,CWE-116,0.0083,True,False
CVE-2020-26137,1dd69c5c5982fae7c87a620d487c2ebf7a6b436b,6.5,0.02269,CWE-74,0.0136,False,False
CVE-2020-26205,145bb72daf8460bdedbbc9fb708d346283e7a568,5.4,0.00665,CWE-79,0.404,False,True
CVE-2020-26214,2bfa31779a4c9df2fa68fa4d0c5c909698c5ef65,9.8,0.65933,CWE-287,0.3956,True,False
CVE-2020-26232,3d83e49090289c431da253e2bdb8dc479cbcb157,5.4,0.00823,CWE-601,0.0049,False,False
CVE-2020-26236,a603769010abf8c1bede91af46e4945314e4aa4a,7.5,0.00936,CWE-287,0.0056,True,False
CVE-2020-26244,62f8d753fa17c8b1f29f8be639cf0b33afb02498,6.8,0.00815,CWE-347,0.0049,False,False
CVE-2020-26250,a4aac191c16cf6281f3d346615aefa75702b02d7,6.3,0.01108,CWE-863,0.0066,False,False
CVE-2020-26251,952269269f1b629fce9c94485f83ac13f31d6c46,4.7,0.00447,CWE-346,0.0027,False,False
CVE-2020-26257,3ce2f303f15f6ac3dc352298972dc6e04d9b7a8b,6.5,0.02363,CWE-400,0.0142,False,False
CVE-2020-26261,a4d08fd2ade1cfd0ef2c29dc221e649345f23580,7.9,0.00471,CWE-668,0.0028,True,False
CVE-2020-26263,c28d6d387bba59d8bd5cb3ba15edc42edf54b368,7.5,0.01276,CWE-326,0.0077,True,False
CVE-2020-26275,85e4abccf6ea9321d29153f73b0bd72ccb3a6bca,6.1,0.01351,CWE-601,0.0081,False,False
CVE-2020-26759,3e990547e064b8fca916b23a0f7d6fe8c63c7f6b,9.8,0.02556,CWE-120,0.0153,True,False
CVE-2020-26759,d708ed548e1d6f254ba81a21de8ba543a53b5598,9.8,0.02556,CWE-120,0.0153,True,False
CVE-2020-27619,2ef5caa58febc8968e670e39e3d37cf8eef3cab8,9.8,0.08413,NVD-CWE-noinfo,0.0505,True,False
CVE-2020-35605,82c137878c2b99100a3cdc1c0f0efea069313901,9.8,0.03608,NVD-CWE-Other,0.0216,True,False
CVE-2020-36324,4b7e1d6a3a52ec6cf826a971135a38b0f74785d2,6.1,0.00626,CWE-79,0.4038,False,True
CVE-2020-5224,f0c4077e7d1436ba6d721af85cee89222ca5d2d9,8.8,0.00439,CWE-326,0.0026,True,False
CVE-2020-5227,f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf,7.5,0.01635,CWE-776,0.0098,True,False
CVE-2020-5236,6e46f9e3f014d64dd7d1e258eaf626e39870ee1f,6.5,0.0262,CWE-400,0.0157,False,False
CVE-2020-5240,ac23550d33b7436e90e3beea904647907eba5b74,8.5,0.00805,CWE-863,0.0048,True,False
CVE-2020-5390,5e9d5acbcd8ae45c4e736ac521fd2df5b1c62e25,7.5,0.01207,CWE-347,0.0072,True,False
CVE-2020-5390,f27c7e7a7010f83380566a219fd6a290a00f2b6e,7.5,0.01207,CWE-347,0.0072,True,False
CVE-2020-7212,a74c9cfbaed9f811e7563cfc3dce894928e0221a,7.5,0.03288,CWE-400,0.0197,True,False
CVE-2020-7471,eb31d845323618d688ad429479c6dda973056136,9.8,0.65336,CWE-89,0.792,True,True
CVE-2020-7698,e8446605eb2424717418eae199ec7aad573da2d2,9.8,0.01694,CWE-74,0.0102,True,False
CVE-2020-7964,233b8890c60fa6d90daf99e4d90fea85867732c3,5.3,0.01083,CWE-200,0.0065,False,False
CVE-2020-8545,e808840f957c810b8e3944cba808716dc722581b,7.5,0.01319,CWE-22,0.4079,True,True
CVE-2021-21236,cfc9175e590531d90384aa88845052de53d94bf3,5.5,0.01466,CWE-400,0.0088,False,False
CVE-2021-21238,1d8fd268f5bf887480a403a7a5ef8f048157cc14,6.5,0.01078,CWE-347,0.0065,False,False
CVE-2021-21239,46578df0695269a16f1c94171f1429873f90ed99,6.5,0.0118,CWE-347,0.0071,False,False
CVE-2021-21240,bd9ee252c8f099608019709e22c0d705e98d26bc,7.5,0.03876,CWE-400,0.0233,True,False
CVE-2021-21273,30fba6210834a4ecd91badf0c8f3eb278b72e746,6.1,0.01809,CWE-601,0.0109,False,False
CVE-2021-21274,ff5c4da1289cb5e097902b3e55b771be342c29d6,6.5,0.02164,CWE-400,0.013,False,False
CVE-2021-21329,c57a4d186bfc586ad3edfe4dcba9f11efbf22f09,9.8,0.01461,CWE-287,0.0088,True,False
CVE-2021-21329,cebb67bd16a8296121201805332365ffccb29638,9.8,0.01461,CWE-287,0.0088,True,False
CVE-2021-21330,2545222a3853e31ace15d87ae0e2effb7da0c96b,6.1,0.01905,CWE-601,0.0114,False,False
CVE-2021-21332,e54746bdf7d5c831eabe4dcea76a7626f1de73df,8.2,0.01221,CWE-79,0.4073,True,True
CVE-2021-21333,e54746bdf7d5c831eabe4dcea76a7626f1de73df,6.1,0.01392,CWE-74,0.0084,False,False
CVE-2021-21336,2dad81128250cb2e5d950cddc9d3c0314a80b4bb,6.5,0.01505,CWE-200,0.009,False,False
CVE-2021-21337,7eead067898852ebd3e0f143bc51295928528dfa,6.1,0.08443,CWE-601,0.0507,False,False
CVE-2021-21354,6db74a4fcbff258c7cdf51a6ff0724fc10c485e5,6.1,0.01365,CWE-601,0.0082,False,False
CVE-2021-21360,700319512b3615b3871a1f24e096cf66dc488c57,5.3,0.01525,CWE-200,0.0092,False,False
CVE-2021-21371,f8c2095fd529e664e7fa25403a0a4a85bb3907d0,8.6,0.00452,CWE-502,0.4027,True,True
CVE-2021-21376,952f8e5d28532fbb14fb665982211329d137908c,6.5,0.01457,CWE-200,0.0087,False,False
CVE-2021-21377,952f8e5d28532fbb14fb665982211329d137908c,5.4,0.00826,CWE-601,0.005,False,False
CVE-2021-21386,a966e781499ff6fd4eea66876d7532301b13a382,9.8,0.02307,CWE-78,0.0138,True,False
CVE-2021-21431,7c96d400358221e59135f0a0be0744f3fad73856,8.1,0.01072,CWE-20,0.0064,True,False
CVE-2021-21433,26e2a084679679cccdeeabbb6889ce120eff7e50,8.8,0.0296,CWE-94,0.0178,True,False
CVE-2021-25925,9f42426727e16609ad3d1337f6637588b8ed28e4,5.4,0.0066,CWE-79,0.404,False,True
CVE-2021-25926,9f42426727e16609ad3d1337f6637588b8ed28e4,6.1,0.0082,CWE-79,0.4049,False,True
CVE-2021-27213,dbeb87afefdb63de2f4cff69b6f10c5965d14b54,9.8,0.02614,CWE-502,0.4157,True,True
CVE-2021-27291,2e7e8c4a7b318f4032493773732754e418279a14,7.5,0.03906,NVD-CWE-Other,0.0234,True,False
CVE-2021-27292,2e7e8c4a7b318f4032493773732754e418279a14,7.5,0.03366,NVD-CWE-Other,0.0202,True,False
CVE-2021-28957,a5f9cb52079dc57477c460dbe6ba0f775e14a999,6.1,0.04002,CWE-79,0.424,False,True
CVE-2021-29421,3f38f73218e5e782fe411ccbb3b44a793c0b343a,7.5,0.01713,CWE-611,0.0103,True,False
CVE-2021-29430,0523511d2fb40f2738f8a8549868f44b96e5dab7,7.5,0.01833,CWE-20,0.011,True,False
CVE-2021-29430,89071a1a754c69a50deac89e6bb74002d4cda19d,7.5,0.01833,CWE-20,0.011,True,False
CVE-2021-29430,f56eee315b6c44fdd9f6aa785cc2ec744a594428,7.5,0.01833,CWE-20,0.011,True,False
CVE-2021-29431,0f00412017f25619bc36c264b29ea96808bf310a,6.5,0.01194,CWE-20,0.0072,False,False
CVE-2021-29431,3d531ed50d2fd41ac387f36d44d3fb2c62dd22d3,6.5,0.01194,CWE-20,0.0072,False,False
CVE-2021-29431,8936925f561b0c352c2fa922d5097d7245aad00a,6.5,0.01194,CWE-20,0.0072,False,False
CVE-2021-29431,9e573348d81df8191bbe8c266c01999c9d57cd5f,6.5,0.01194,CWE-20,0.0072,False,False
CVE-2021-29432,4469d1d42b2b1612b70638224c07e19623039c42,5.7,0.00934,CWE-20,0.0056,False,False
CVE-2021-29433,3175fd358ebc2c310eab7a3dbf296ce2bd54c1da,4.3,0.00927,CWE-400,0.0056,False,False
CVE-2021-29471,03318a766cac9f8b053db2214d9c332a977d226c,5.3,0.01647,CWE-400,0.0099,False,False
CVE-2021-29501,3d54ef9b52ce03f139b7d6c1cc38c375e65593fd,6.5,0.00889,CWE-74,0.0053,False,False
CVE-2021-29502,c79dd2cc879989cf2018e76ba2aad0baef3b4ec8,6.5,0.00832,CWE-74,0.005,False,False
CVE-2021-29510,7e83fdd2563ffac081db7ecdf1affa65ef38c468,7.5,0.00967,CWE-835,0.0058,True,False
CVE-2021-29621,780bd0e8fbf2d36ada52edb769477e0a4edae580,0.0,0.03404,NVD-CWE-noinfo,0.0204,False,False
CVE-2021-31245,a01cbc8c3d3b8bb7720bf3ff234671b4c0e1859c,5.9,0.02087,CWE-287,0.0125,False,False
CVE-2021-31800,49c643bf66620646884ed141c94e5fdd85bcdd2f,9.8,0.1926,CWE-22,0.5156,True,True
CVE-2021-32633,1f8456bf1f908ea46012537d52bd7e752a532c91,8.8,0.01843,CWE-22,0.4111,True,True
CVE-2021-32646,fbe2ae8ec851a2e9e3e2370db3b812f268e8c8cb,0.0,0.007,CWE-287,0.0042,False,False
CVE-2021-32674,1d897910139e2c0b11984fc9b78c1da1365bec21,0.0,0.01574,NVD-CWE-noinfo,0.0094,False,False
CVE-2021-33880,547a26b685d08cac0aa64e5e65f7867ac0ea9bc0,0.0,0.02265,NVD-CWE-noinfo,0.0136,False,False
